station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,stnpressuresq,sealevelsq,daylightminssq,tmin_sma_3,tmax_sma_3,tavg_sma_3,tmin_sma_7,tmax_sma_7,tavg_sma_7,daylightmin_sma_3,daylightmin_sma_7,avgspeed_sma_3,avgspeed_sma_7,resultspeed_sma_3,resultspeed_sma_7,stnpressure_sma_3,stnpressure_sma_7,heat_sma_3,heat_sma_7,cool_sma_3,cool_sma_7,wetbulb_sma_3,wetbulb_sma_7
2,2007-05-17 00:00:00,61,44,53.0,-6.0,32,43.0,12.0,0.0,1900-01-01 04:30:00,1900-01-01 19:06:00,0.0,29.62,30.27,11.7,1,12.2,2007,5,17,876.0,1936,3721,2809.0,36.0,1849.0,144.0,0.0,0.0,136.89,1,148.83999999999997,877.3444000000001,916.2728999999999,767376.0,44.0,62.333333333333336,53.666666666666664,49.0,72.14285714285714,60.857142857142854,875.3333333333334,873.4285714285714,11.766666666666671,12.171428571428565,10.066666666666672,9.757142857142854,29.520000000000014,29.360000000000003,11.333333333333334,6.285714285714286,0.0,2.142857142857143,44.333333333333336,51.57142857142857
2,2007-05-18 00:00:00,70,43,57.0,-3.0,31,47.0,8.0,0.0,1900-01-01 04:29:00,1900-01-01 19:07:00,0.0,29.6,30.26,3.4,22,5.5,2007,5,18,878.0,1849,4900,3249.0,9.0,2209.0,64.0,0.0,0.0,11.559999999999999,484,30.25,876.1600000000001,915.6676000000001,770884.0,43.0,67.33333333333333,55.666666666666664,45.285714285714285,68.0,57.0,877.3333333333334,875.4285714285714,8.400000000000004,10.185714285714282,6.833333333333338,7.842857142857141,29.583333333333346,29.458571428571428,9.333333333333334,8.571428571428571,0.0,0.5714285714285714,45.333333333333336,47.857142857142854
2,2007-05-19 00:00:00,80,56,68.0,8.0,37,53.0,0.0,3.0,1900-01-01 04:28:00,1900-01-01 19:08:00,0.0,29.41,30.08,11.1,23,11.4,2007,5,19,880.0,3136,6400,4624.0,64.0,2809.0,0.0,9.0,0.0,123.21,529,129.96,864.9481,904.8063999999999,774400.0,51.666666666666664,76.66666666666667,64.33333333333333,47.0,69.71428571428571,58.714285714285715,879.3333333333334,877.4285714285714,9.433333333333339,10.157142857142855,8.533333333333339,8.742857142857142,29.450000000000014,29.49142857142857,2.6666666666666665,7.142857142857143,2.0,0.8571428571428571,51.0,47.42857142857143
2,2007-05-20 00:00:00,69,44,57.0,-5.0,41,45.0,8.0,0.0,1900-01-01 04:27:00,1900-01-01 19:09:00,0.11,29.44,30.11,8.6,3,9.7,2007,5,20,882.0,1936,4761,3249.0,25.0,2025.0,64.0,0.0,0.0121,73.96,9,94.08999999999999,866.7136,906.6120999999999,777924.0,47.666666666666664,72.66666666666667,60.333333333333336,46.857142857142854,71.42857142857143,59.42857142857143,881.3333333333334,879.4285714285714,10.600000000000007,9.77142857142857,10.033333333333339,8.814285714285713,29.410000000000007,29.474285714285713,5.666666666666667,6.428571428571429,1.0,0.8571428571428571,47.333333333333336,47.285714285714285
2,2007-05-21 00:00:00,79,46,63.0,1.0,50,57.0,2.0,0.0,1900-01-01 04:26:00,1900-01-01 19:10:00,0.0,29.39,30.05,6.3,10,7.8,2007,5,21,884.0,2116,6241,3969.0,1.0,3249.0,4.0,0.0,0.0,39.69,100,60.839999999999996,863.7721,903.0025,781456.0,44.666666666666664,76.0,60.666666666666664,47.42857142857143,75.28571428571429,61.57142857142857,883.3333333333334,881.4285714285714,8.566666666666672,9.242857142857142,7.06666666666667,8.171428571428569,29.386666666666674,29.41285714285714,4.333333333333333,4.285714285714286,0.0,0.8571428571428571,52.666666666666664,50.714285714285715
2,2007-05-22 00:00:00,87,60,74.0,10.0,44,58.0,0.0,9.0,1900-01-01 04:25:00,1900-01-01 19:11:00,0.0,29.41,30.05,10.1,16,10.6,2007,5,22,886.0,3600,7569,5476.0,100.0,3364.0,0.0,81.0,0.0,102.00999999999999,256,112.36,864.9481,903.0025,784996.0,53.666666666666664,84.33333333333333,69.33333333333333,49.714285714285715,78.71428571428571,64.42857142857143,885.3333333333334,883.4285714285714,9.533333333333337,9.799999999999997,8.800000000000002,8.97142857142857,29.38000000000001,29.38571428571428,0.6666666666666666,3.142857142857143,5.0,2.5714285714285716,57.666666666666664,53.0
2,2007-05-23 00:00:00,89,66,78.0,14.0,48,61.0,0.0,13.0,1900-01-01 04:25:00,1900-01-01 19:12:00,0.0,29.47,30.1,10.9,18,11.2,2007,5,23,887.0,4356,7921,6084.0,196.0,3721.0,0.0,169.0,0.0,118.81,324,125.43999999999998,868.4808999999999,906.0100000000001,786769.0,62.0,88.33333333333333,75.66666666666667,53.57142857142857,82.85714285714286,68.57142857142857,886.6666666666666,885.1428571428571,11.200000000000003,9.928571428571425,10.800000000000004,9.085714285714284,29.423333333333343,29.395714285714284,0.0,1.8571428571428572,10.666666666666666,5.428571428571429,60.0,56.57142857142857
2,2007-05-24 00:00:00,88,66,77.0,14.0,53,63.0,0.0,12.0,1900-01-01 04:24:00,1900-01-01 19:13:00,0.0,29.47,30.1,13.8,20,15.2,2007,5,24,889.0,4356,7744,5929.0,196.0,3969.0,0.0,144.0,0.0,190.44000000000003,400,231.04,868.4808999999999,906.0100000000001,790321.0,65.0,88.33333333333333,77.0,59.42857142857143,86.71428571428571,73.42857142857143,888.3333333333334,886.8571428571429,14.566666666666668,12.014285714285709,13.200000000000005,11.057142857142855,29.450000000000006,29.41142857142857,0.0,0.2857142857142857,12.0,8.714285714285714,62.333333333333336,60.142857142857146
2,2007-05-25 00:00:00,66,57,62.0,1.0,46,53.0,3.0,0.0,1900-01-01 04:23:00,1900-01-01 19:14:00,0.09,29.57,30.23,4.5,5,8.2,2007,5,25,891.0,3249,4356,3844.0,1.0,2809.0,9.0,0.0,0.0081,20.25,25,67.24,874.3849,913.8529,793881.0,59.666666666666664,74.66666666666667,67.33333333333333,61.142857142857146,82.42857142857143,72.14285714285714,890.3333333333334,888.5714285714286,10.733333333333334,11.871428571428567,7.733333333333339,10.071428571428571,29.51666666666668,29.46142857142857,1.6666666666666667,0.7142857142857143,4.0,7.857142857142857,56.333333333333336,58.857142857142854
2,2007-05-26 00:00:00,70,50,60.0,-5.0,55,57.0,5.0,0.0,1900-01-01 04:22:00,1900-01-01 19:15:00,0.28,29.42,30.1,2.5,15,7.8,2007,5,26,893.0,2500,4900,3600.0,25.0,3249.0,25.0,0.0,0.07840000000000001,6.25,225,60.839999999999996,865.5364000000001,906.0100000000001,797449.0,52.0,67.0,59.666666666666664,58.142857142857146,76.57142857142857,67.57142857142857,892.3333333333334,890.4285714285714,7.733333333333335,10.814285714285711,3.2666666666666724,7.757142857142855,29.450000000000014,29.458571428571425,5.333333333333333,2.5714285714285716,0.0,5.142857142857143,55.333333333333336,58.0
2,2007-05-27 00:00:00,75,59,67.0,4.0,49,57.0,0.0,2.0,1900-01-01 04:22:00,1900-01-01 19:16:00,0.08,29.41,30.05,8.2,24,9.2,2007,5,27,894.0,3481,5625,4489.0,16.0,3249.0,0.0,4.0,0.0064,67.24,576,84.63999999999999,864.9481,903.0025,799236.0,55.333333333333336,73.33333333333333,64.33333333333333,56.285714285714285,72.71428571428571,64.57142857142857,893.6666666666666,892.1428571428571,8.833333333333334,9.414285714285711,6.5333333333333385,6.5142857142857125,29.39000000000001,29.439999999999998,1.6666666666666667,2.5714285714285716,1.0,2.142857142857143,56.666666666666664,56.42857142857143
2,2007-05-28 00:00:00,76,54,65.0,2.0,49,57.0,0.0,0.0,1900-01-01 04:21:00,1900-01-01 19:16:00,0.0,29.49,30.14,4.7,8,5.2,2007,5,28,895.0,2916,5776,4225.0,4.0,3249.0,0.0,0.0,0.0,22.090000000000003,64,27.040000000000003,869.6600999999999,908.4196000000001,801025.0,54.333333333333336,76.66666666666667,65.66666666666667,53.714285714285715,72.28571428571429,63.142857142857146,894.6666666666666,893.5714285714286,6.566666666666667,7.485714285714282,5.900000000000006,5.1999999999999975,29.44333333333334,29.431428571428572,0.0,2.2857142857142856,0.6666666666666666,0.42857142857142855,56.666666666666664,56.0
2,2007-05-29 00:00:00,88,65,77.0,10.0,59,66.0,0.0,12.0,1900-01-01 04:21:00,1900-01-01 19:17:00,0.0,29.44,30.09,5.8,16,7.4,2007,5,29,896.0,4225,7744,5929.0,100.0,4356.0,0.0,144.0,0.0,33.64,256,54.760000000000005,866.7136,905.4081,802816.0,59.666666666666664,84.0,72.0,56.42857142857143,78.71428571428571,67.71428571428571,895.6666666666666,894.7142857142857,6.366666666666668,7.271428571428567,5.43333333333334,5.814285714285711,29.44000000000001,29.41714285714286,0.0,0.7142857142857143,7.0,3.4285714285714284,62.666666666666664,59.142857142857146
2,2007-05-30 00:00:00,89,70,80.0,13.0,57,66.0,0.0,15.0,1900-01-01 04:20:00,1900-01-01 19:18:00,0.0,29.38,30.03,9.7,17,10.1,2007,5,30,898.0,4900,7921,6400.0,169.0,4356.0,0.0,225.0,0.0,94.08999999999999,289,102.00999999999999,863.1844,901.8009000000001,806404.0,67.0,88.0,78.0,60.57142857142857,83.14285714285714,72.14285714285714,897.3333333333334,896.0,9.366666666666667,7.757142857142854,8.600000000000007,7.042857142857142,29.376666666666676,29.407142857142855,0.0,0.0,13.0,7.142857142857143,65.66666666666667,61.714285714285715
2,2007-05-31 00:00:00,80,68,74.0,8.0,61,66.0,0.0,9.0,1900-01-01 04:20:00,1900-01-01 19:19:00,0.53,29.34,29.99,8.9,18,9.2,2007,5,31,899.0,4624,6400,5476.0,64.0,4356.0,0.0,81.0,0.28090000000000004,79.21000000000001,324,84.63999999999999,860.8356,899.4001,808201.0,67.66666666666667,82.33333333333333,75.33333333333333,64.0,83.71428571428571,74.14285714285714,898.6666666666666,897.2857142857143,9.733333333333333,8.414285714285711,9.300000000000008,7.785714285714285,29.333333333333343,29.375714285714285,0.0,0.0,10.333333333333334,9.142857142857142,65.66666666666667,64.28571428571429
2,2007-06-01 00:00:00,86,67,77.0,10.0,63,67.0,0.0,12.0,1900-01-01 04:19:00,1900-01-01 19:20:00,0.21,29.25,29.9,4.7,16,5.8,2007,6,1,901.0,4489,7396,5929.0,100.0,4489.0,0.0,144.0,0.04409999999999999,22.090000000000003,256,33.64,855.5625,894.0099999999999,811801.0,65.66666666666667,83.66666666666667,75.0,66.14285714285714,84.71428571428571,75.85714285714286,900.3333333333334,898.8571428571429,7.13333333333333,8.485714285714282,5.933333333333341,7.557142857142857,29.26000000000001,29.312857142857144,0.0,0.0,10.0,10.857142857142858,66.33333333333333,65.85714285714286
2,2007-06-02 00:00:00,81,68,75.0,9.0,62,67.0,0.0,10.0,1900-01-01 04:19:00,1900-01-01 19:20:00,0.0,29.1,29.76,7.5,21,8.2,2007,6,2,901.0,4624,6561,5625.0,81.0,4489.0,0.0,100.0,0.0,56.25,441,67.24,846.8100000000001,885.6576000000001,811801.0,66.66666666666667,82.66666666666667,75.0,66.42857142857143,82.85714285714286,75.0,901.0,900.0,7.13333333333333,8.14285714285714,6.2333333333333405,7.257142857142857,29.126666666666676,29.224285714285713,0.0,0.0,10.0,10.0,67.0,66.28571428571429
2,2007-06-03 00:00:00,77,64,71.0,6.0,60,64.0,0.0,6.0,1900-01-01 04:18:00,1900-01-01 19:21:00,0.32,28.87,29.54,4.9,24,7.2,2007,6,3,903.0,4096,5929,5041.0,36.0,4096.0,0.0,36.0,0.1024,24.010000000000005,576,51.84,833.4769000000001,872.6116,815409.0,64.66666666666667,78.66666666666667,72.0,65.14285714285714,81.14285714285714,73.42857142857143,902.3333333333334,901.2857142857143,7.366666666666663,7.27142857142857,5.866666666666674,5.985714285714285,28.930000000000007,29.085714285714285,0.0,0.0,7.0,8.428571428571429,64.66666666666667,65.71428571428571
2,2007-06-04 00:00:00,72,56,64.0,1.0,57,60.0,1.0,0.0,1900-01-01 04:18:00,1900-01-01 19:22:00,0.31,28.88,29.51,7.9,30,10.1,2007,6,4,904.0,3136,5184,4096.0,1.0,3600.0,1.0,0.0,0.0961,62.410000000000004,900,102.00999999999999,834.0544,870.8401000000001,817216.0,59.333333333333336,73.33333333333333,66.66666666666667,62.857142857142854,78.0,70.71428571428571,903.6666666666666,902.4285714285714,8.999999999999996,7.871428571428568,6.866666666666675,6.357142857142855,28.856666666666673,28.967142857142854,0.3333333333333333,0.14285714285714285,2.0,5.857142857142857,61.333333333333336,64.0
2,2007-06-05 00:00:00,63,51,57.0,-9.0,47,52.0,8.0,0.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.27,29.16,29.78,6.2,3,8.1,2007,6,5,906.0,2601,3969,3249.0,81.0,2704.0,64.0,0.0,0.0729,38.440000000000005,9,65.61,850.3056,886.8484000000001,820836.0,51.333333333333336,66.33333333333333,59.0,58.0,72.28571428571429,65.42857142857143,905.3333333333334,903.8571428571429,8.599999999999996,8.228571428571426,6.433333333333342,6.385714285714284,29.04666666666667,28.96428571428571,6.0,2.5714285714285716,0.0,3.0,54.333333333333336,59.57142857142857
2,2007-06-06 00:00:00,73,48,61.0,-8.0,47,55.0,4.0,0.0,1900-01-01 04:17:00,1900-01-01 19:23:00,0.0,29.13,29.82,9.6,15,10.6,2007,6,6,906.0,2304,5329,3721.0,64.0,3025.0,16.0,0.0,0.0,92.16,225,112.36,848.5568999999999,889.2324,820836.0,47.666666666666664,69.0,58.666666666666664,52.57142857142857,70.14285714285714,61.714285714285715,906.0,905.0,10.03333333333333,9.242857142857138,8.866666666666676,7.485714285714283,29.120000000000005,29.00428571428571,6.333333333333333,4.142857142857143,0.0,0.8571428571428571,54.0,56.714285714285715
2,2007-06-07 00:00:00,92,71,82.0,15.0,61,68.0,0.0,17.0,1900-01-01 04:17:00,1900-01-01 19:24:00,0.0,28.91,29.55,20.3,19,20.7,2007,6,7,907.0,5041,8464,6724.0,225.0,4624.0,0.0,289.0,0.0,412.09000000000003,361,428.48999999999995,835.7881,873.2025,822649.0,63.333333333333336,85.33333333333333,74.66666666666667,55.42857142857143,75.14285714285714,65.57142857142857,906.6666666666666,906.0,18.13333333333333,13.085714285714284,17.533333333333342,11.814285714285711,28.960000000000008,29.01285714285714,1.3333333333333333,4.142857142857143,11.0,4.714285714285714,64.0,58.57142857142857
2,2007-06-08 00:00:00,81,63,72.0,3.0,54,62.0,0.0,7.0,1900-01-01 04:17:00,1900-01-01 19:25:00,0.0,29.24,29.83,9.3,26,12.4,2007,6,8,908.0,3969,6561,5184.0,9.0,3844.0,0.0,49.0,0.0,86.49000000000001,676,153.76000000000002,854.9775999999999,889.8288999999999,824464.0,63.666666666666664,84.66666666666667,74.33333333333333,57.857142857142854,78.85714285714286,68.57142857142857,907.6666666666666,906.8571428571429,15.633333333333328,14.299999999999999,13.500000000000005,12.828571428571424,29.11000000000001,29.075714285714287,0.0,2.7142857142857144,9.333333333333334,6.285714285714286,63.666666666666664,60.285714285714285
2,2007-06-09 00:00:00,79,57,68.0,0.0,49,58.0,0.0,3.0,1900-01-01 04:16:00,1900-01-01 19:25:00,0.0,29.42,30.05,2.4,19,4.7,2007,6,9,909.0,3249,6241,4624.0,0.0,3364.0,0.0,9.0,0.0,5.76,361,22.090000000000003,865.5364000000001,903.0025,826281.0,57.333333333333336,79.66666666666667,68.66666666666667,59.857142857142854,82.28571428571429,71.28571428571429,908.6666666666666,907.7142857142857,7.366666666666661,12.9,4.000000000000003,10.785714285714281,29.340000000000014,29.154285714285713,0.0,0.5714285714285714,3.6666666666666665,6.857142857142857,59.0,61.42857142857143
2,2007-06-10 00:00:00,81,61,71.0,1.0,50,60.0,0.0,6.0,1900-01-01 04:16:00,1900-01-01 19:26:00,0.0,29.39,30.04,4.6,16,5.8,2007,6,10,910.0,3721,6561,5041.0,1.0,3600.0,0.0,36.0,0.0,21.159999999999997,256,33.64,863.7721,902.4015999999999,828100.0,57.666666666666664,80.33333333333333,69.0,59.42857142857143,82.0,70.85714285714286,909.6666666666666,908.7142857142857,5.36666666666666,9.714285714285714,3.9333333333333353,7.51428571428571,29.38333333333335,29.262857142857143,0.0,0.0,4.0,5.857142857142857,59.0,60.714285714285715
2,2007-06-11 00:00:00,85,65,75.0,5.0,51,61.0,0.0,10.0,1900-01-01 04:16:00,1900-01-01 19:26:00,0.0,29.47,30.09,6.6,9,8.4,2007,6,11,910.0,4225,7225,5625.0,25.0,3721.0,0.0,100.0,0.0,43.559999999999995,81,70.56,868.4808999999999,905.4081,828100.0,61.333333333333336,84.0,72.66666666666667,58.714285714285715,81.71428571428571,70.28571428571429,910.0,909.4285714285714,7.033333333333327,6.971428571428571,5.366666666666668,4.699999999999995,29.423333333333346,29.375714285714285,0.0,0.0,7.666666666666667,5.285714285714286,60.666666666666664,59.714285714285715
